rank,message
negative,Eating Ramen cause that's the only thing in the house in Ltown 
negative,@ResourcefulMom I had a problem while trying to leave a comment. couldn't see the image verification for some reason.  #theonlinemom
negative,not a second to waste- memories 
negative,"Bloody 24h parking restrictions around Edgware Road.Cost me Â£120, believing that it's free after 6.30! "
negative,Is going to chill at home tonight &amp; sleep early for work tmrw 7-3pm..doesn't like the fact it's going to rain tmrw 
negative,On our way to The Resort at the Mountain. Its pouring rain. 
negative,Good morning! I still havent been sleeping well. I woke up at 8 plus. Ughhhhhhh 
negative,but this throat still ruin my day 
negative,Editing some video for the presentation....I wish 'you' were here 
negative,@mitchelmusso mitchel! Your coming the same day as demi! I wish I would have known I wanted to see you and I already bought demi tickets 
negative,@ubertwiter manual refresh doesn't work either! I have to turn off run in background and close and reopen in order to see new tweets 
negative,@ms_monica_  awww.. poor kitty. even tho im not a fan of cats don't wanna see them dead 
negative,hello ngÃ y má»i :x.  báº¯t Äáº§u tháº¥y thik thÃº vá»i viá»c update twitter = dt hehe.lÃ m sao Äá» Ã´n ká»p vÄ© mÃ´ ÄÃ¢y 
negative,guess she saw this coming. 
negative,I hate fishing.  I usually just sit there and read.
negative,@DirtyRed38 same here  sorry that your bored.
negative,"@tommcfly I'm dying of both study mathematics, but I can not stop thinking about McFly! help me thominus. "
negative,ugggh i feel like a huge sack of poop. I do not feel good @ all  my head is poundin like crazy
negative,Ouch I have a headache.  Almost time for me to go home! I actually have the weekend off! 
negative,im sick off survey people telling me to give them my cell phone number and credit card number 
negative,doesn't want to be home... 
negative,I wanna go to Laguna Beach this Summer 
negative,"OK, there is a tweet fail. Will investigate tomorrow. Sorry Texas girls.  I am sad."
negative,Ugh i see how it is  bye well im getting off my mom just took my telefono away :/
negative,"@highworld unfortunately, no.... "
negative,second to last day in cali. i'mma miss the west coast 
negative,1 of my belt straps brock on my red skinnys  its annoying
negative,@TrickiJen  if i can get there i can send you some... in a picture 
negative,wonderland plans were a fail  boo tanya
negative,@KylieAAM  i think i missed both of it.    anyway school spoils the whole thing :\
negative,Stuck in my basement and its blistering cold. Parents and friends are parading and laughing like hyenas so I can't sleep either. Save me! 
negative,@gilbirmingham  that should be a crime
negative,My press release is up! Haven't seen any news outlets pick it up yet though.  http://bit.ly/165x0p
negative,tired from work 
negative,@Taynted_lyfe That's show banned at our house. I'd try to leave my grandma's house when it came on. It's not like it used to be. 
negative,@SONfan4lyfe no call.  maybe next time.
negative,Ughh why do I feel so sick all of a sudden 
negative,"http://twitpic.com/7v543 - my poor hubba, exhausted after his surgery "
negative,@Wale is there anywhere to listen to bttf on an iPhone? I'm no where near a computer 
negative,*hubby left for a side job.its just me and grace 2nite  I h8 being home alone @ nite!
negative,Just found out that The Dudes are on before Said The Whale tomorrow night at Reverb + I'll likely still be out at Edgefest working. 
negative,@PradaPermz maybe that's their way of saying no 2 u. ever think about that.ohhh 
negative,im soo sore right now.    
negative,@friendsrule4eva I only have two DEAD ones!!!  LOL
negative,eww i have to work in 1 hour and 20 minutes 
negative,"@JaniceLayug ill let you know when my schedule frees up a little, my schedule at work has been unpredictable and its wearing me out "
negative,"@kuiet1storm Easier said then done, I would only dip out with K and I'm trying to stay away. Its been working but I still think about him "
negative,"Oh what a tease! 'do not open until July 17th' (my b-day) butttt, I don't wanna wait "
negative,"@bebe_David oh, that sucks "
negative,"Well thanks for all the Follow Friday luvv, pero, i'm out homiez! Hubby leaves 4 his deployment tomorrow morning!   Goodnight!"
negative,neck is still sore!! 
negative,"@ZolaMO Oh,ok. It was good times indeed. The only thing that was missing was u and Frenchy  when I start planning 2010's I'm gonna let u"
negative,i cant do anything tonight or tomorrow 
negative,"@TaylaJayde09 yes, no..... well gotta go to sleep. Sorry if i'm bothering  u "
negative,Got her twilight back YESSSS! Stuck at home on a friday night siiiiick though 
negative,tired! wahh! it's been only 4days and it feels already like a month passed me by!! 
negative,"@leigh13 not so much, I have to be up at 5:30 to get my ass kicked "
negative,my #iphone just died 4 no reason. It went 2 sleep &amp; nevr woke up  ive tried resetting it but it wnt show any signs of life. Help!
negative,My foot is swollen. I stepped on a bee... 
negative,@britl Good luck. It ALREADY looks like a bomb went off in it. 
negative,happy but sad coz JB aren't going to tour here this summer   
negative,uggh why did i say i would work today...tired as hell and i wana muck around here with people 
negative,Hear the family is having a good time playing guitar hero. Wish I were there 
negative,I dont want to go to work tomorrow 
negative,"Chillin with Lianne, her battery is dead...  Jumper cables would be awesome right now....  "
negative,"sorry, i missed the practice for the ssc.  i`m pretty busy kasi, eh. :|"
negative,Still waiting to get my thermostat fixed 
negative,"Stormy day, guess I'm not going to watch the footy or shopping today "
negative,@Spiritualshack Sadly no I am not  What kind of store is it I may get you some people ;)
negative,i hate that i can't express myself without feeling like the 'bad guy' 
negative,I'm cold and sleepy and I don't wanna work ALL DAY tomorrow. 10-5 and 6-midnight. 
negative,"mm..not feeling too wonderful, my stummy hurts.   I should probably go to sleep soon...7 hour work day again tomorrow &amp; grad parties..."
negative,@ohaychaim that IS sad! 
negative,@OohyesitsME i'm having withdrawals too! i miss Tau   aww is she out in Cali visiting her brother?? i'm glad you two are meeting up!
negative,@riandawson we have not been sitting on stickam for hours just to find out your not coming back right?!!   hustlers=dissapointed
negative,I need to follow my mind not my heart 
negative,no one here ? 
negative,"@ddlovato why aren't you coming ANYWHERE near me on your tour, "
negative,Crappy day for my blog.... all the visits have been from a review I did a million years ago... Terrible 
negative,@Monica_777 me neither  but glad to finally be on! So r u out to eat or did u get out of it??
negative,very disappointing mtg with the producer 
negative,Last minute packing! I got Pride &amp; Prejudice and Zombies and The Family by Puzo. Wanted more but books are so expensive!! 
negative,@GorgeousBorjas  Woozy. Lol my rummag doesn't really hurt just my Damn throat is raw from them puttin a huge tube down it. 
negative,Sprint network still not cooperating... No pics tweeted tonight either. 
negative,@lijeyeshaveit  I miss them too. We should have one soon!
negative,@rebecca_glass  I lost 11 lb in a month on it. It made me borderline anorectic. I was scared to eat because I liked the weight losssomuch
negative,no more rain 
negative,feeling sorry for that lady with the $2million playlist 
negative,Super hungry. 
negative,"@Nycteris  I just wish I had people to do Craft Night with at all!  Just one person, even. The only potential one is moving away.... "
negative,@thraeryn I own neither  
negative,@automaticpanic sadness im gonna miss tonights bopper session  im already out for the night...
negative,@hemlines I hate it 
negative,i am well rehursed and ready for the wedding tomorrow! but i am missing the fun times in tenn with everyone 
negative,I want soukie stackhouse books. I'll check stanza but not really looking forward to reading things off palm pilot or iPhone. 
negative,@TheJLV yea she made me miss designing with that one. I havent even plugged in the computer i design on in over a year 
negative,@xoxomargx unfortunately he HATES twitter. 
negative,@RiniGrandViper AGH I MISS YOU TOO. 
negative,Tryin to go to sleep... Gotta be awake and on the road in 3 hours... 
negative,missed our flight.  Stuck in New York City til tomorrow night at 8!
negative,"I dropped my toothbrush in the toilet, so I flushed it...now I need to go to London Drugs. "
negative,I am so. Tired. I feel like a failure at college. 
negative,@hobomclacey oh no  babe. I'm sorry.
negative,Bahhh lost power and UPS failed on CompOfDoom. Uptime record of 34 days 4 hours 
negative,@My3Angelz glad yall had an awesome hike even if it was bitter sweet 
negative,@AndrewFyfe Constitution is too long a word to write.. I'm going insane from NOT studying.. :S Freaking myself out 
negative,Missing my buddy 
negative,@Laurlen my friends are getting man tais instead of mai tais cause they have 151 in it....I got water 
negative,I am helping a good friend get setup on Linkedin  His company is in the process of layingoff. 
negative,Someone keeps hacking my myspace page 
negative,@Pointblank1914 Really not much u can do for me from here lol! Maybe some encouraging words... 
negative,Listening to The Climb. Motivational songs ftw. Having Extreme ATL withdrawals. Missing them. Missing Jenna. 
negative,redeye flight at 3 AM tomorrow! @eilseyfaceee @bebetif @madification7 I'M GONNA MISS YOU GUYS 
negative,"@TheCMA Jesse had a temp today &amp; yesterday also...took him to the doctor today and just as I suspected, he has another ear infection.  "
negative,I thought Lisa was online 
negative,Sleeeeeeeep timeeee! Work super duper early! 
negative,"Final Silverstone grand prix this wkend  Come on Lewis!!!! Cedric the Entertainer tonight - yay, I'd be more excited if..."
